W,cos th,t,dsigdcosth (mu barn),dsigdcosth error (mu barn),dsigdt (mu barn/GeV^2),dsigdt error (mu barn/GeV^2),source
2.515,-0.7,-2.947210907,0.0069,0.0029,0.004039595,0.001697801,CLAS phi
2.515,-0.6,-2.776401699,0.0046,0.0018,0.002693063,0.001053807,CLAS phi
2.515,-0.5,-2.60559249,0.0083,0.0024,0.004859223,0.001405076,CLAS phi
2.515,-0.4,-2.434783281,0.0075,0.0024,0.004390864,0.001405076,CLAS phi
2.515,-0.3,-2.263974072,0.0098,0.0025,0.005737396,0.001463621,CLAS phi
2.515,-0.2,-2.093164864,0.0106,0.0025,0.006205754,0.001463621,CLAS phi
2.515,-0.1,-1.922355655,0.0114,0.0025,0.006674113,0.001463621,CLAS phi
2.515,0,-1.751546446,0.0162,0.0028,0.009484266,0.001639256,CLAS phi
2.515,0.1,-1.580737238,0.0263,0.0035,0.015397296,0.00204907,CLAS phi
2.515,0.2,-1.409928029,0.035,0.0042,0.020490699,0.002458884,CLAS phi
2.515,0.3,-1.23911882,0.0528,0.0052,0.030911682,0.003044332,CLAS phi
2.525,0.37,-1.135122169,0.0691,0.009,0.039841878,0.005189246,CLAS phi
2.525,0.42,-1.048404369,0.0786,0.0108,0.045319416,0.006227095,CLAS phi
2.525,0.47,-0.96168657,0.0963,0.0125,0.055524933,0.007207286,CLAS phi
2.525,0.53,-0.85762521,0.1374,0.0167,0.07922249,0.009628934,CLAS phi
2.525,0.57,-0.78825097,0.1682,0.0189,0.096981243,0.010897417,CLAS phi
2.525,0.62,-0.701533171,0.2289,0.0246,0.131979825,0.014183939,CLAS phi
2.525,0.67,-0.614815371,0.2885,0.0304,0.166344165,0.01752812,CLAS phi
2.525,0.72,-0.528097571,0.3653,0.0377,0.210625732,0.021737175,CLAS phi
2.525,0.78,-0.424036212,0.5751,0.0491,0.331592823,0.02831022,CLAS phi
2.525,0.82,-0.354661972,0.75,0.0573,0.432437172,0.0330382,CLAS phi
2.525,0.88,-0.250600613,0.9498,0.0685,0.547638434,0.039495928,CLAS phi
2.525,0.92,-0.181226373,1.1449,0.1247,0.660129757,0.071899887,CLAS phi
2.525,-0.79,-3.14697512,0.0179,0.0086,0.010320834,0.004958613,CLAS phi
2.525,-0.7,-2.990883081,0.0056,0.003,0.003228864,0.001729749,CLAS phi
2.525,-0.6,-2.817447482,0.0095,0.0034,0.005477538,0.001960382,CLAS phi
2.525,-0.5,-2.644011882,0.0067,0.0027,0.003863105,0.001556774,CLAS phi
2.525,-0.4,-2.470576283,0.0108,0.0031,0.006227095,0.001787407,CLAS phi
2.525,-0.3,-2.297140684,0.0146,0.0032,0.00841811,0.001845065,CLAS phi
2.525,-0.2,-2.123705085,0.0114,0.0027,0.006573045,0.001556774,CLAS phi
2.525,-0.1,-1.950269485,0.015,0.0028,0.008648743,0.001614432,CLAS phi
2.525,0,-1.776833886,0.0157,0.0028,0.009052351,0.001614432,CLAS phi
2.525,0.1,-1.603398287,0.0246,0.0035,0.014183939,0.00201804,CLAS phi
2.525,0.2,-1.429962688,0.0369,0.0046,0.021275909,0.002652281,CLAS phi
2.525,0.3,-1.256527088,0.05,0.0052,0.028829145,0.002998231,CLAS phi
2.535,0.37,-1.150765503,0.0774,0.0095,0.043960073,0.005395616,CLAS phi
2.535,0.42,-1.062731072,0.0971,0.0109,0.055148877,0.00619076,CLAS phi
2.535,0.47,-0.974696641,0.1141,0.0131,0.06480419,0.007440271,CLAS phi
2.535,0.53,-0.869055324,0.1289,0.0148,0.073209992,0.008405802,CLAS phi
2.535,0.57,-0.798627779,0.1752,0.0182,0.099506521,0.010336865,CLAS phi
2.535,0.62,-0.710593348,0.2219,0.0219,0.126030235,0.012438315,CLAS phi
2.535,0.67,-0.622558916,0.2764,0.0275,0.156984033,0.015618889,CLAS phi
2.535,0.72,-0.534524485,0.4046,0.0355,0.229796453,0.020162566,CLAS phi
2.535,0.78,-0.428883168,0.5671,0.0474,0.322089887,0.026921285,CLAS phi
2.535,0.82,-0.358455623,0.6606,0.0504,0.37519411,0.028625164,CLAS phi
2.535,0.88,-0.252814306,0.9973,0.07,0.566426106,0.039757172,CLAS phi
2.535,0.92,-0.182386761,1.3883,0.1199,0.788498308,0.068098356,CLAS phi
2.535,-0.8,-3.210771191,0.0079,0.0053,0.004486881,0.003010186,CLAS phi
2.535,-0.7,-3.034702329,0.0064,0.0025,0.003634941,0.001419899,CLAS phi
2.535,-0.6,-2.858633467,0.0047,0.0021,0.00266941,0.001192715,CLAS phi
2.535,-0.5,-2.682564604,0.0044,0.0018,0.002499022,0.001022327,CLAS phi
2.535,-0.4,-2.506495742,0.0115,0.0033,0.006531535,0.001874267,CLAS phi
2.535,-0.3,-2.33042688,0.0076,0.0021,0.004316493,0.001192715,CLAS phi
2.535,-0.2,-2.154358018,0.0121,0.0026,0.006872311,0.001476695,CLAS phi
2.535,-0.1,-1.978289156,0.0159,0.0028,0.009030558,0.001590287,CLAS phi
2.535,0,-1.802220293,0.0163,0.0027,0.009257741,0.001533491,CLAS phi
2.535,0.1,-1.626151431,0.0231,0.0032,0.013119867,0.001817471,CLAS phi
2.535,0.2,-1.450082569,0.0316,0.0038,0.017947523,0.002158246,CLAS phi
2.535,0.3,-1.274013707,0.0564,0.0053,0.032032921,0.003010186,CLAS phi
2.545,0.37,-1.166481927,0.0797,0.0096,0.044597611,0.005371858,CLAS phi
2.545,0.42,-1.077127366,0.093,0.0108,0.052039873,0.00604334,CLAS phi
2.545,0.47,-0.987772804,0.1045,0.013,0.058474911,0.007274391,CLAS phi
2.545,0.53,-0.88054733,0.1408,0.0162,0.078787248,0.00906501,CLAS phi
2.545,0.57,-0.809063681,0.2207,0.0211,0.123496773,0.011806896,CLAS phi
2.545,0.62,-0.719709119,0.2436,0.0237,0.136310892,0.013261774,CLAS phi
2.545,0.67,-0.630354557,0.3446,0.0307,0.192827313,0.017178754,CLAS phi
2.545,0.72,-0.540999995,0.4409,0.0371,0.246713761,0.020759992,CLAS phi
2.545,0.78,-0.433774521,0.5889,0.0456,0.329529902,0.025516325,CLAS phi
2.545,0.82,-0.362290872,0.8821,0.0587,0.493595393,0.032846672,CLAS phi
2.545,0.88,-0.255065398,1.0714,0.0741,0.599521714,0.041464027,CLAS phi
2.545,0.92,-0.183581749,1.3877,0.1165,0.776513238,0.065189733,CLAS phi
2.545,-0.79,-3.239507759,0.0044,0.0035,0.002462101,0.00195849,CLAS phi
2.545,-0.7,-3.078669548,0.0074,0.0029,0.004140807,0.001622749,CLAS phi
2.545,-0.6,-2.899960424,0.0056,0.0022,0.003133584,0.001231051,CLAS phi
2.545,-0.5,-2.721251301,0.0063,0.0022,0.003525282,0.001231051,CLAS phi
2.545,-0.39,-2.524671265,0.011,0.0033,0.006155254,0.001846576,CLAS phi
2.545,-0.3,-2.363833054,0.0117,0.0027,0.006546952,0.001510835,CLAS phi
2.545,-0.2,-2.185123931,0.0111,0.0025,0.006211211,0.001398921,CLAS phi
2.545,-0.1,-2.006414807,0.0103,0.0023,0.005763556,0.001287008,CLAS phi
2.545,0,-1.827705684,0.0162,0.0027,0.00906501,0.001510835,CLAS phi
2.545,0.1,-1.64899656,0.0253,0.0035,0.014157084,0.00195849,CLAS phi
2.545,0.2,-1.470287437,0.0358,0.0045,0.020032553,0.002518058,CLAS phi
2.545,0.3,-1.291578314,0.0542,0.0055,0.030328614,0.003077627,CLAS phi
2.555,0.37,-1.182271016,0.0898,0.0103,0.049515732,0.005679421,CLAS phi
2.555,0.42,-1.091592765,0.0825,0.0103,0.045490511,0.005679421,CLAS phi
2.555,0.47,-1.000914514,0.0965,0.0127,0.053210113,0.007002782,CLAS phi
2.555,0.53,-0.892100613,0.1658,0.0183,0.091422143,0.010090623,CLAS phi
2.555,0.57,-0.819558013,0.1937,0.0183,0.106806206,0.010090623,CLAS phi
2.555,0.62,-0.728879762,0.2329,0.0228,0.128421092,0.012571923,CLAS phi
2.555,0.67,-0.638201511,0.2947,0.0279,0.16249762,0.015384064,CLAS phi
2.555,0.72,-0.54752326,0.3964,0.0369,0.218575014,0.020346665,CLAS phi
2.555,0.78,-0.438709358,0.5607,0.0465,0.309170057,0.025640106,CLAS phi
2.555,0.82,-0.366166758,0.7033,0.0565,0.387799716,0.031154108,CLAS phi
2.555,0.88,-0.257352856,1.0048,0.0733,0.554046857,0.04041763,CLAS phi
2.555,0.92,-0.184810256,1.3838,0.1248,0.763027509,0.068814737,CLAS phi
2.555,-0.8,-3.30414209,0.0067,0.0046,0.003694381,0.002536441,CLAS phi
2.555,-0.69,-3.104649937,0.0034,0.0023,0.00187476,0.00126822,CLAS phi
2.555,-0.6,-2.941429086,0.0063,0.0034,0.003473821,0.00187476,CLAS phi
2.555,-0.5,-2.760072584,0.0033,0.0016,0.00181962,0.00088224,CLAS phi
2.555,-0.4,-2.578716082,0.0063,0.002,0.003473821,0.0011028,CLAS phi
2.555,-0.3,-2.39735958,0.0072,0.0019,0.003970081,0.00104766,CLAS phi
2.555,-0.2,-2.216003078,0.008,0.002,0.004411201,0.0011028,CLAS phi
2.555,-0.1,-2.034646576,0.0101,0.0022,0.005569141,0.00121308,CLAS phi
2.555,0,-1.853290074,0.0131,0.0023,0.007223342,0.00126822,CLAS phi
2.555,0.1,-1.671933572,0.0208,0.0029,0.011469123,0.00159906,CLAS phi
2.555,0.2,-1.49057707,0.0374,0.0044,0.020622365,0.002426161,CLAS phi
2.555,0.3,-1.309220568,0.0634,0.0059,0.034958769,0.003253261,CLAS phi
2.565,0.37,-1.198132368,0.0696,0.0085,0.037823803,0.004619286,CLAS phi
2.565,0.42,-1.106126812,0.0993,0.0111,0.053964133,0.006032244,CLAS phi
2.565,0.47,-1.014121257,0.1162,0.0128,0.063148361,0.006956102,CLAS phi
2.565,0.53,-0.90371459,0.1517,0.0164,0.082440674,0.008912505,CLAS phi
2.565,0.57,-0.830110145,0.1951,0.018,0.106026206,0.009782018,CLAS phi
2.565,0.62,-0.73810459,0.2431,0.0215,0.132111587,0.011684077,CLAS phi
2.565,0.67,-0.646099034,0.3307,0.0303,0.179717408,0.016466397,CLAS phi
2.565,0.72,-0.554093479,0.4205,0.036,0.228518809,0.019564036,CLAS phi
2.565,0.78,-0.443686812,0.6206,0.0514,0.337262243,0.027933096,CLAS phi
2.565,0.82,-0.370082368,0.8142,0.0604,0.442473281,0.032824105,CLAS phi
2.565,0.88,-0.259675701,1.0959,0.0729,0.595561862,0.039617173,CLAS phi
2.565,0.92,-0.186071257,1.513,0.1222,0.822232957,0.066409033,CLAS phi
2.565,-0.8,-3.351062367,0.0089,0.0064,0.004836664,0.003478051,CLAS phi
2.565,-0.7,-3.167051256,0.0045,0.0025,0.002445504,0.001358614,CLAS phi
2.565,-0.6,-2.983040145,0.0042,0.0019,0.002282471,0.001032546,CLAS phi
2.565,-0.5,-2.799029034,0.0037,0.0016,0.002010748,0.000869513,CLAS phi
2.565,-0.4,-2.615017923,0.0044,0.0018,0.00239116,0.000978202,CLAS phi
2.565,-0.3,-2.431006812,0.0083,0.0022,0.004510597,0.00119558,CLAS phi
2.565,-0.2,-2.246995701,0.0095,0.0022,0.005162732,0.00119558,CLAS phi
2.565,-0.1,-2.06298459,0.01,0.0021,0.005434454,0.001141235,CLAS phi
2.565,0,-1.878973479,0.0134,0.0025,0.007282169,0.001358614,CLAS phi
2.565,0.1,-1.694962368,0.0244,0.0036,0.013260069,0.001956404,CLAS phi
2.565,0.2,-1.510951256,0.0354,0.0043,0.019237969,0.002336815,CLAS phi
2.565,0.3,-1.326940145,0.0535,0.0053,0.029074331,0.002880261,CLAS phi
2.575,0.37,-1.214065599,0.0679,0.0085,0.036373755,0.004553416,CLAS phi
2.575,0.42,-1.12072907,0.0636,0.0087,0.034070262,0.004660555,CLAS phi
2.575,0.47,-1.027392541,0.113,0.0135,0.060533642,0.007231895,CLAS phi
2.575,0.53,-0.915388706,0.1336,0.0151,0.071568978,0.008089009,CLAS phi
2.575,0.57,-0.840719483,0.1659,0.0158,0.088871957,0.008463996,CLAS phi
2.575,0.62,-0.747382954,0.2008,0.0199,0.107567746,0.010660349,CLAS phi
2.575,0.67,-0.654046425,0.2666,0.0251,0.142816539,0.013445968,CLAS phi
2.575,0.72,-0.560709896,0.3929,0.0347,0.210474936,0.018588649,CLAS phi
2.575,0.78,-0.448706061,0.5415,0.0453,0.290079354,0.024267026,CLAS phi
2.575,0.82,-0.374036838,0.7006,0.052,0.375308578,0.027856189,CLAS phi
2.575,0.88,-0.262033003,0.9396,0.0655,0.503339909,0.035088084,CLAS phi
2.575,0.93,-0.168696474,1.1642,0.1524,0.623657218,0.081640062,CLAS phi
2.575,-0.79,-3.379473072,0.0163,0.0083,0.008731844,0.004446276,CLAS phi
2.575,-0.7,-3.21146732,0.0024,0.0019,0.00128567,0.001017822,CLAS phi
2.575,-0.59,-3.006126956,0.0061,0.0028,0.003267745,0.001499949,CLAS phi
2.575,-0.5,-2.838121204,0.0048,0.0021,0.002571341,0.001124961,CLAS phi
2.575,-0.4,-2.651448146,0.0027,0.0014,0.001446379,0.000749974,CLAS phi
2.575,-0.3,-2.464775088,0.0035,0.0013,0.001874936,0.000696405,CLAS phi
2.575,-0.2,-2.27810203,0.0064,0.0018,0.003428454,0.000964253,CLAS phi
2.575,-0.1,-2.091428972,0.0097,0.0021,0.005196251,0.001124961,CLAS phi
2.575,0,-1.904755914,0.0139,0.0024,0.007446174,0.00128567,CLAS phi
2.575,0.1,-1.718082856,0.0154,0.0025,0.008249718,0.00133924,CLAS phi
2.575,0.2,-1.531409798,0.0323,0.0039,0.017302979,0.002089214,CLAS phi
2.575,0.3,-1.34473674,0.0449,0.0047,0.024052748,0.002517771,CLAS phi
2.585,0.37,-1.230070348,0.0628,0.0082,0.033167418,0.004330778,CLAS phi
2.585,0.42,-1.135399126,0.075,0.0094,0.03961077,0.00496455,CLAS phi
2.585,0.47,-1.040727903,0.0934,0.0117,0.049328612,0.00617928,CLAS phi
2.585,0.53,-0.927122436,0.1121,0.014,0.059204897,0.00739401,CLAS phi
2.585,0.57,-0.851385458,0.1588,0.0175,0.083869203,0.009242513,CLAS phi
2.585,0.62,-0.756714236,0.2274,0.0226,0.120099854,0.011936045,CLAS phi
2.585,0.67,-0.662043014,0.278,0.0272,0.14682392,0.014365506,CLAS phi
2.585,0.72,-0.567371791,0.3813,0.0358,0.201381154,0.018907541,CLAS phi
2.585,0.78,-0.453766324,0.5503,0.0456,0.290637422,0.024083348,CLAS phi
2.585,0.82,-0.378029346,0.6404,0.0476,0.33822316,0.025139635,CLAS phi
2.585,0.88,-0.26442388,1.0733,0.0786,0.566856523,0.041512087,CLAS phi
2.585,0.92,-0.188686902,1.5307,0.2357,0.808429405,0.124483446,CLAS phi
2.585,-0.79,-3.426442708,0.0061,0.0057,0.003221676,0.003010419,CLAS phi
2.585,-0.7,-3.256034507,0.0037,0.0024,0.001954131,0.001267545,CLAS phi
2.585,-0.6,-3.066692063,0.0048,0.0022,0.002535089,0.001161916,CLAS phi
2.585,-0.51,-2.896283862,0.0023,0.0015,0.00121473,0.000792215,CLAS phi
2.585,-0.4,-2.688007173,0.0042,0.0018,0.002218203,0.000950658,CLAS phi
2.585,-0.3,-2.498664728,0.0045,0.0017,0.002376646,0.000897844,CLAS phi
2.585,-0.2,-2.309322283,0.007,0.002,0.003697005,0.001056287,CLAS phi
2.585,-0.1,-2.119979839,0.0106,0.0023,0.005598322,0.00121473,CLAS phi
2.585,0,-1.930637394,0.013,0.0024,0.006865867,0.001267545,CLAS phi
2.585,0.1,-1.741294949,0.0184,0.0029,0.009717842,0.001531616,CLAS phi
2.585,0.2,-1.551952504,0.0253,0.0035,0.013362033,0.001848503,CLAS phi
2.585,0.3,-1.362610059,0.0534,0.0052,0.028202868,0.002746347,CLAS phi
2.595,0.37,-1.246146271,0.0566,0.0085,0.029476193,0.004426637,CLAS phi
2.595,0.42,-1.150136587,0.0623,0.009,0.032444644,0.004687027,CLAS phi
2.595,0.47,-1.054126903,0.0896,0.0118,0.04666196,0.006145213,CLAS phi
2.595,0.53,-0.938915282,0.1245,0.0154,0.064837209,0.008020024,CLAS phi
2.595,0.57,-0.862107535,0.1578,0.0166,0.08217921,0.008644961,CLAS phi
2.595,0.62,-0.766097851,0.2109,0.0208,0.10983267,0.010832241,CLAS phi
2.595,0.67,-0.670088166,0.2451,0.0251,0.127643374,0.013071598,CLAS phi
2.595,0.72,-0.574078482,0.3337,0.0332,0.173784553,0.017289923,CLAS phi
2.595,0.78,-0.458866861,0.5091,0.0452,0.265129505,0.023539292,CLAS phi
2.595,0.82,-0.382059114,0.6037,0.0506,0.314395368,0.026351508,CLAS phi
2.595,0.88,-0.266847493,1.0253,0.0701,0.533956553,0.036506734,CLAS phi
2.595,0.93,-0.170837809,1.5524,0.3614,0.808460112,0.188210181,CLAS phi
2.595,-0.77,-3.43516707,0.0007,0.0021,0.000364547,0.00109364,CLAS phi
2.595,-0.69,-3.281551575,0.002,0.0023,0.001041562,0.001197796,CLAS phi
2.595,-0.6,-3.108734144,0.0016,0.0013,0.000833249,0.000677015,CLAS phi
2.595,-0.5,-2.916714775,0.0021,0.0013,0.00109364,0.000677015,CLAS phi
2.595,-0.4,-2.724695407,0.0023,0.0014,0.001197796,0.000729093,CLAS phi
2.595,-0.3,-2.532676039,0.0051,0.0019,0.002655982,0.000989484,CLAS phi
2.595,-0.2,-2.34065667,0.0048,0.0018,0.002499748,0.000937405,CLAS phi
2.595,-0.1,-2.148637302,0.0069,0.002,0.003593388,0.001041562,CLAS phi
2.595,0,-1.956617934,0.0105,0.0023,0.005468198,0.001197796,CLAS phi
2.595,0.1,-1.764598566,0.0145,0.0026,0.007551322,0.00135403,CLAS phi
2.595,0.2,-1.572579197,0.0276,0.0039,0.01437355,0.002031045,CLAS phi
2.595,0.3,-1.380559829,0.0406,0.0047,0.0211437,0.00244767,CLAS phi
2.605,0.37,-1.262293042,0.0502,0.006,0.025782737,0.003081602,CLAS phi
2.605,0.42,-1.164941081,0.0688,0.0083,0.035335703,0.004262883,CLAS phi
2.605,0.47,-1.067589121,0.0789,0.0087,0.040523067,0.004468323,CLAS phi
2.605,0.53,-0.950766769,0.109,0.0111,0.055982437,0.005700964,CLAS phi
2.605,0.57,-0.8728852,0.1528,0.0141,0.078478132,0.007241765,CLAS phi
2.605,0.62,-0.77553324,0.21,0.0182,0.107856072,0.009347526,CLAS phi
2.605,0.67,-0.67818128,0.2267,0.0211,0.116433197,0.010836967,CLAS phi
2.605,0.72,-0.580829319,0.3783,0.0324,0.194295009,0.016640651,CLAS phi
2.605,0.78,-0.464006967,0.4509,0.0383,0.231582394,0.019670893,CLAS phi
2.605,0.82,-0.386125399,0.5943,0.0455,0.305232682,0.023368816,CLAS phi
2.605,0.88,-0.269303046,0.9899,0.1024,0.508412977,0.052592675,CLAS phi
2.605,0.92,-0.191421478,1.5087,0.115,0.774868834,0.059064039,CLAS phi
2.605,-0.81,-3.559799306,0.0029,0.0046,0.001489441,0.002362562,CLAS phi
2.605,-0.69,-3.326154601,0.0023,0.0016,0.001181281,0.000821761,CLAS phi
2.605,-0.58,-3.111980288,0.0021,0.0013,0.001078561,0.00066768,CLAS phi
2.605,-0.5,-2.956217152,0.0025,0.0011,0.001284001,0.00056496,CLAS phi
2.605,-0.4,-2.761513231,0.005,0.0015,0.002568002,0.000770401,CLAS phi
2.605,-0.3,-2.56680931,0.004,0.0011,0.002054401,0.00056496,CLAS phi
2.605,-0.2,-2.37210539,0.0049,0.0011,0.002516642,0.00056496,CLAS phi
2.605,-0.1,-2.177401469,0.0059,0.0012,0.003030242,0.00061632,CLAS phi
2.605,0,-1.982697548,0.0052,0.0011,0.002670722,0.00056496,CLAS phi
2.605,0.1,-1.787993627,0.0159,0.0021,0.008166245,0.001078561,CLAS phi
2.605,0.2,-1.593289707,0.0226,0.0025,0.011607368,0.001284001,CLAS phi
2.605,0.3,-1.398585786,0.0338,0.0033,0.017359692,0.001694881,CLAS phi
2.615,0.37,-1.278510349,0.0528,0.006,0.026748237,0.003039572,CLAS phi
2.615,0.42,-1.179812254,0.0894,0.0085,0.045289628,0.004306061,CLAS phi
2.615,0.47,-1.081114159,0.0919,0.0095,0.046556116,0.004812656,CLAS phi
2.615,0.53,-0.962676445,0.1208,0.0119,0.061196723,0.006028485,CLAS phi
2.615,0.57,-0.88371797,0.1699,0.0134,0.086070557,0.006788378,CLAS phi
2.615,0.62,-0.785019875,0.1989,0.0177,0.100761823,0.008966738,CLAS phi
2.615,0.67,-0.68632178,0.3033,0.026,0.153650382,0.01317148,CLAS phi
2.615,0.72,-0.587623685,0.4078,0.0322,0.206589601,0.016312372,CLAS phi
2.615,0.78,-0.469185971,0.5041,0.0368,0.255374737,0.01864271,CLAS phi
2.615,0.82,-0.390227495,0.7693,0.0515,0.389723835,0.026089663,CLAS phi
2.615,0.88,-0.271789781,1.0882,0.0693,0.551277105,0.035107061,CLAS phi
2.615,0.93,-0.173091687,1.5977,0.2469,0.809387457,0.125078402,CLAS phi
2.615,-0.79,-3.568306149,0.0163,0.0069,0.008257505,0.003495508,CLAS phi
2.615,-0.7,-3.390649579,0.0064,0.0026,0.003242211,0.001317148,CLAS phi
2.615,-0.6,-3.193253389,0.0049,0.0018,0.002482317,0.000911872,CLAS phi
2.615,-0.49,-2.97611758,0.0045,0.0018,0.002279679,0.000911872,CLAS phi
2.615,-0.4,-2.79846101,0.0064,0.0018,0.003242211,0.000911872,CLAS phi
2.615,-0.3,-2.60106482,0.0059,0.0014,0.002988913,0.000709234,CLAS phi
2.615,-0.2,-2.40366863,0.0066,0.0014,0.00334353,0.000709234,CLAS phi
2.615,-0.1,-2.206272441,0.0067,0.0013,0.003394189,0.000658574,CLAS phi
2.615,0,-2.008876251,0.0115,0.0017,0.005825847,0.000861212,CLAS phi
2.615,0.1,-1.811480061,0.0159,0.002,0.008054867,0.001013191,CLAS phi
2.615,0.2,-1.614083871,0.0273,0.0029,0.013830054,0.001469127,CLAS phi
2.615,0.3,-1.416687682,0.0415,0.0035,0.021023709,0.001773084,CLAS phi
2.625,0.37,-1.294797898,0.0524,0.0068,0.026187396,0.003398364,CLAS phi
2.625,0.42,-1.194749768,0.0681,0.0079,0.03403362,0.0039481,CLAS phi
2.625,0.47,-1.094701639,0.0874,0.0099,0.043678978,0.004947619,CLAS phi
2.625,0.53,-0.974643883,0.0981,0.0111,0.049026404,0.00554733,CLAS phi
2.625,0.57,-0.89460538,0.133,0.0133,0.066468009,0.006646801,CLAS phi
2.625,0.62,-0.79455725,0.2054,0.0185,0.102650595,0.00924555,CLAS phi
2.625,0.67,-0.694509121,0.276,0.0243,0.137933613,0.012144155,CLAS phi
2.625,0.72,-0.594460991,0.4322,0.0371,0.215996042,0.018541076,CLAS phi
2.625,0.78,-0.474403236,0.4983,0.0388,0.249030143,0.019390667,CLAS phi
2.625,0.82,-0.394364733,0.7162,0.0513,0.357927731,0.025637661,CLAS phi
2.625,0.88,-0.274306977,1.1745,0.0747,0.586967496,0.037332032,CLAS phi
2.625,0.93,-0.174258848,1.4694,0.1359,0.734346563,0.067917312,CLAS phi
2.625,-0.8,-3.635924127,0.0137,0.0081,0.006846705,0.004048052,CLAS phi
2.625,-0.69,-3.415818242,0.0046,0.0025,0.002298894,0.001249399,CLAS phi
2.625,-0.59,-3.215721983,0.0039,0.002,0.001949062,0.000999519,CLAS phi
2.625,-0.5,-3.03563535,0.0073,0.0023,0.003648244,0.001149447,CLAS phi
2.625,-0.4,-2.835539091,0.0045,0.0017,0.002248918,0.000849591,CLAS phi
2.625,-0.3,-2.635442833,0.006,0.0016,0.002998557,0.000799615,CLAS phi
2.625,-0.2,-2.435346574,0.0063,0.0015,0.003148485,0.000749639,CLAS phi
2.625,-0.1,-2.235250315,0.0082,0.0017,0.004098028,0.000849591,CLAS phi
2.625,0,-2.035154056,0.0084,0.0016,0.00419798,0.000799615,CLAS phi
2.625,0.1,-1.835057797,0.012,0.002,0.005997114,0.000999519,CLAS phi
2.625,0.2,-1.634961538,0.0232,0.003,0.01159442,0.001499278,CLAS phi
2.625,0.3,-1.434865279,0.0378,0.0038,0.018890908,0.001899086,CLAS phi
2.635,0.37,-1.311155407,0.053,0.0067,0.02613358,0.003303679,CLAS phi
2.635,0.42,-1.209753303,0.0692,0.0077,0.03412158,0.003796765,CLAS phi
2.635,0.47,-1.108351199,0.0653,0.0092,0.032198543,0.004536395,CLAS phi
2.635,0.53,-0.986668674,0.1135,0.0127,0.055965308,0.006262197,CLAS phi
2.635,0.57,-0.905546991,0.1678,0.0154,0.082739901,0.007593531,CLAS phi
2.635,0.62,-0.804144887,0.2035,0.0178,0.100343086,0.008776938,CLAS phi
2.635,0.67,-0.702742783,0.2759,0.0249,0.136042542,0.012277852,CLAS phi
2.635,0.72,-0.601340679,0.3899,0.0333,0.192254393,0.016419778,CLAS phi
2.635,0.78,-0.479658154,0.4689,0.0382,0.23120822,0.018835901,CLAS phi
2.635,0.82,-0.398536471,0.654,0.0464,0.322478516,0.02287921,CLAS phi
2.635,0.88,-0.276853946,0.9679,0.0654,0.477258342,0.032247852,CLAS phi
2.635,0.92,-0.195732263,1.3637,0.1009,0.672421945,0.049752419,CLAS phi
2.635,-0.8,-3.68396464,0.0041,0.0049,0.002021654,0.002416123,CLAS phi
2.635,-0.71,-3.501440853,0.0029,0.0024,0.001429951,0.001183407,CLAS phi
2.635,-0.6,-3.278356224,0.0051,0.0021,0.002514741,0.001035481,CLAS phi
2.635,-0.5,-3.075552016,0.0047,0.0018,0.002317506,0.000887556,CLAS phi
2.635,-0.4,-2.872747808,0.0033,0.0015,0.001627185,0.00073963,CLAS phi
2.635,-0.3,-2.6699436,0.0057,0.0017,0.002810593,0.000838247,CLAS phi
2.635,-0.2,-2.467139392,0.0064,0.0017,0.003155753,0.000838247,CLAS phi
2.635,-0.1,-2.264335185,0.0075,0.0017,0.003698148,0.000838247,CLAS phi
2.635,0,-2.061530977,0.0067,0.0015,0.003303679,0.00073963,CLAS phi
2.635,0.1,-1.858726769,0.0133,0.0022,0.006558049,0.00108479,CLAS phi
2.635,0.2,-1.655922561,0.0201,0.0028,0.009911037,0.001380642,CLAS phi
2.635,0.3,-1.453118353,0.0366,0.0038,0.018046963,0.001873728,CLAS phi
2.645,0.37,-1.327582609,0.0566,0.007,0.027539884,0.003405993,CLAS phi
2.645,0.42,-1.224822553,0.0633,0.0077,0.030799905,0.003746592,CLAS phi
2.645,0.47,-1.122062497,0.0791,0.0096,0.038487717,0.004671076,CLAS phi
2.645,0.53,-0.998750429,0.1095,0.012,0.053279457,0.005838845,CLAS phi
2.645,0.57,-0.916542384,0.134,0.0129,0.065200431,0.006276758,CLAS phi
2.645,0.62,-0.813782328,0.1995,0.0182,0.097070791,0.008855581,CLAS phi
2.645,0.67,-0.711022271,0.2537,0.0219,0.123442906,0.010655891,CLAS phi
2.645,0.72,-0.608262215,0.3385,0.03,0.164704075,0.014597111,CLAS phi
2.645,0.78,-0.484950147,0.4919,0.039,0.239343971,0.018976245,CLAS phi
2.645,0.82,-0.402742102,0.7091,0.0478,0.345027059,0.023258064,CLAS phi
2.645,0.88,-0.279430035,0.9847,0.065,0.479125856,0.031627075,CLAS phi
2.645,0.93,-0.176669978,1.415,0.1658,0.688497092,0.08067337,CLAS phi
2.645,-0.8,-3.732167928,0.0104,0.0068,0.005060332,0.003308679,CLAS phi
2.645,-0.7,-3.526647816,0.0064,0.0031,0.00311405,0.001508368,CLAS phi
2.645,-0.6,-3.321127703,0.0022,0.0016,0.001070455,0.000778513,CLAS phi
2.645,-0.5,-3.11560759,0.0044,0.0017,0.00214091,0.00082717,CLAS phi
